train_loss,train_acc,val_loss,val_acc,lr
0.4406428078607637,84.154,0.6323514491319656,79.24,1.3690809773559604e-05
0.44231077238005034,84.178,0.6341713219881058,79.18,1.1861850235965297e-05
0.4380943020995782,84.21,0.6341582864522934,79.1,1.0220534096531071e-05
0.44044086884479133,84.252,0.6331218034029007,79.16,8.768481136128031e-06
0.440426729163345,84.288,0.6376504778862,79.21,7.507124355719634e-06
0.44136793090372667,84.374,0.6328234761953354,79.19,6.437708562162744e-06
0.44159141365362675,84.2,0.6346018701791764,79.18,5.561289139733404e-06
0.4390747352522247,84.18,0.6348821997642518,79.13,4.878731008590162e-06
0.4441766486484177,84.216,0.6351004987955093,79.24,4.390707771202232e-06
0.43952830713622426,84.27,0.6340083301067352,79.25,4.097701047585144e-06
